,File.Name,first_author_ep,measured_in_time_series_data_ep,hypothesized_driver_of_change_ep,level_of_analysis_ep,increase_decrease_ep,method.of.estimating_ep,raw.stats_ep,author_nd,measured_in_time_series_data_nd,level_of_analysis_nd,hypothesized_driver_of_change_nd,method_of_estimating_nd,increase_decrease_nd,raw_stats_nd,notes_nd,first_author_ib,measured_in_time_series_data_ib,level_of_analysis_ib,hypothesized_driver_of_change_ib,increase_decrease_ib,method_of_estimating_ib,raw_stats_ib,help_needed_ib,first_author_ps,population.structure._ps,genetic.structure._ps,spatial.structure._ps,genomic.structure._ps,measured_in_time_series_data_ps,hypothesized_driver_of_change_ps,increase_decrease_ps,method_of_estimating_ps,raw_stats_ps,measured_in_time_series_data_gf,level_of_analysis_gf,hypothesized_driver_of_change_gf,increase_decrease_gf,method_of_estimating_gf,raw_stats_gf,author_selection,measured_in_time_series_data_selection,central_question_regarding_selection_selection,outcome_of_central_question_selection,selection_level_of_analysis_selection,selection_hypothesized_driver_of_change_selection.x,selection_method_of_estimating_selection,selection_candidate_gene_list_selection,selection_coefficent_overall_selection,selection_coefficent_meanofoutliers_selection,first_author_last_name_drift,measured_in_time_series_data_drift,level_of_analysis_drift,hypothesized_driver_of_change_drift,method_of_estimating_drift,did_drift_have_effect_drift,raw_stats_drift,help_needed_drift,notes_drift,Author_fst,measured_in_time_series_data_fst,level_of_analysis_fst,hypothesized_diver_of_change_fst,spacetime_or_time_fst,sliding_window_vs_entire_genome_fst,candidate_gene_list_fst,raw_stats_fst,first_auhtor_tajima,measured_in_time_series_data_tajima,level_of_analysis_tajima,hypothesized_driver_of_change_tajima,sliding_window_vs_entire_genome_tajima,raw_stats_tajima,canidate_gene_tajima,help_needed_tajima,first_author_mc,measured_in_time_series_data_mc,level_of_anaylsis_mc,hypothesized_driver_of_change_mc,increase_decrease_mc,method_of_estimating_mc,raw_stats_mc,help_needed_mc,order_parallel,parallel._parallel,author_parallel,measured_in_time_series_data_parallel,evidence_of_parallel_evolution_parallel,snp_evidence_parallel,gene_protein_evidence_parallel,parallel_diversity.change_parallel,notes_parallel,collectedmonth_paperinfo,doi_paperinfo,year_paperinfo,journal_paperinfo,volume_paperinfo,issue_paperinfo,dbs_paperinfo,authors_paperinfo,first_author_paperinfo,keywords_paperinfo,Title_paperinfo,Notes_paperinfo,Type_paperinfo,Study.system_paperinfo,Taxon_paperinfo,Driver.of.change_paperinfo,Data.type_paperinfo,Experimental.design_paperinfo,Time.scale.years_paperinfo,Time.scale.generations_paperinfo,File.Name.1_paperinfo,revised,Driver.of.change.std_paperinfo
60,10.1093_gbe_evab154.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lanmuller,simuation,simuation,simuation,simuation,simuation,simuation,simuation,sim,sim,langmuller ,no,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,No,NA,NA,NA,NA,NA,NA,NA,may,10.1093/gbe/evab154,2021,Genome Biology and Evolution,13,8,er,Langm√ºller A.M.; Dolezal M.; Schl√∂tterer C.,Langm√ºller,Drosophila; experimental design; experimental evolution; fine mapping; secondary evolve and resequence,fine mapping without phenotyping: identification of selection targets in secondary evolve and resequence experiments,,article ,invertebrate,Drosophila simulans,experimental,simulation,experimental,NA,60,10.1093_gbe_evab154.pdf,simulation,simulation
61,10.1093_gbe_evab237.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,colbran,yes,How has selection on gene-regulation genes shaped ancient European evolution?,"metabolic and immune functions, dietary metabolism",multiple_temporal,social changes among ancient humans,PrediXcan,yes,,,colbran,no,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,No,NA,NA,NA,NA,NA,NA,NA,august,10.1093/gbe/evab237,2021,,NA,,,Colbran L.L.; Johnson M.R.; Mathieson I.; Capra J.A.,Colbran,,Tracing the Evolution of Human Gene Regulation and Its Association with Shifts in Environment,,article,vertebrate,Homo sapiens,natural evolution,WGS,historical,38000,1266.666667,10.1093_gbe_evab237.pdf,anthropogenic,anthropogenic
62,10.1093_gbe_evab239.pdf,burny,yes,extreme heat; parallel evolution; experimental,multiple_spatial,NA,poolseq R package,"Sample	Ne estimate
Autosomes / X
R1	58 / 22
R2	57 / 14
R3	53 / 22
R4	54 / 19
R5	56 / 19
R6	50 / 22
R7	48 / 25
R8	60 / 20
R9	59 / 17
R10	61 / 23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,burny,yes,Do highly inbred Drosophila strains have highly parallel selection responses?,yes,multiple_temporal,heat; experimental,allele frequency change,no,see notes,see notes,burny,no,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,Yes,burny,yes,yes,yes,NA,NA,strong parallel selection in 10 evolved lines in response to extreme hot temps; correlation among replicates > .8; significant p val,may,10.1093/gbe/evab239,2021,Genome Biology and Evolution,13,11,er,Burny C.; Nolte V.; Dolezal M.; Schl√∂tterer C.,Burny,Drosophila melanogaster; evolve and resequence; experimental evolution; inbred strains; parallelism; polygenic trait,highly parallel genomic selection response in replicated drosophila melanogaster populations with reduced genetic variation,Time scale years calculated from 10.1007/978-1-59745-365-3_3,article,invertebrate,Drosophila melanogaster,experimental,poolseq,experimental,NA,20,10.1093_gbe_evab239.pdf,experimental,experimental
63,10.1093_gbe_evac074.pdf,schick,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Schick,Yes,No,Yes,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,schick,yes,How does a heterogenous environment affect effective population size and therefore parallelism of evolution and selection?,"Spatially structured populations have lower Ne and therefore a lower supply of beneficial mutations, leading to divergent evolution.",multiple_temporal,novel environment,nonsynonymous:synonymous,yes,NA,NA,schick,no,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,Yes,schick,yes,partial,yes,yes,NA,found both snp and gene level parallelism but effects vary among treatments,may,10.1093/gbe/evac074,2022,Genome Biology and Evolution,14,6,er,Schick A.; Shewaramani S.; Kassen R.,Schick,diversification; evolve-and-resequence experiments; nutrient adaptation; Pseudomonas aeruginosa; spatial structure,genomics of diversification of pseudomonas aeruginosa in cystic fibrosis lung-like conditions,Time scale years calculated from 10.1002/9780471729259.mc06e01s25,article,bacteria,Pseudomonas aeruginosa,host-pathogen,WGS,experimental,0.038,220,10.1093_gbe_evac074.pdf,host-pathogen,host-pathogen
64,10.1093_gbe_evac153.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dyrhage,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,No,NA,NA,NA,NA,NA,NA,NA,august,10.1093/gbe/evac153,2022,,NA,,,Dyrhage K.; Garcia-Montaner A.; Tamarit D.; Seeger C.; N√§slund K.; Olofsson T.C.; Vasquez A.; Webster M.T.; Andersson S.G.E.,Dyrhage,,Genome Evolution of a Symbiont Population for Pathogen Defense in Honeybees,,article,bacteria,Microbe spp.,host-pathogen,metagenomics,repeated,0.25 or 0.333333333,3627.329193,10.1093_gbe_evac153.pdf,host-pathogen,host-pathogen
65,10.1093_gbe_evad113.pdf,barata,yes,sexual selection; experimental,multiple_temporal,,poolseq R package,see notes file,barata,yes,multiple_temporal,breeding system; monogamy or polyandry; experimental evolution,pi over windows,decreased,NA,decreased in both treatments; no real stats; see figure in word doc,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,barata,yes,How does section act differenlty between a polyamorous and a monogamous population?,More pronounced variants in poly; bigger effect on X chrom in poly and on male sex linked chrom XR  ,multiple_spatial,sexual selection,BAIT-ER,yes,,,barata,yes,multiple_temporal,experimental evolution,effective population size,yes,lower effective population size in monogamous treatment suggests drift had stronger effect than in polyandrous lines,NA,NA,,,,,,,,,barata,yes,multiple_temporal,sexual selection; experimental evolution,sliding window,see notes doc,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,Yes,barata,no,NA,NA,NA,NA,NA,august,10.1093/gbe/evad113,2023,,NA,,,Barata C.; Snook R.R.; Ritchie M.G.; Kosiol C.,Barata,,Selection on the Fly: Short-Term Adaptation to an Altered Sexual Selection Regime in Drosophila pseudoobscura,,article,invertebrate,Drosophila pseudoobscura,experimental,poolseq,experimental,#N/A,200,10.1093_gbe_evad113.pdf,experimental,experimental
66,10.1093_gbe_evae063.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gill,Yes,Yes,No,No,no,NA,NA,NA,NA,yes,multiple_spatial; multiple_temporal,natural,NA,"D statistics and f4 symmetry, admixture model","WestBaikal_EN showed a relatively lower contribution from irk030 (P = 0.088; 25% from irk030), while WestBaikal_LNBA showed a higher contribution from irk030 (P = 0.289; 76% from irk030); Altai_HG is adequately modeled as irk030 + ANE while APS + ANE models with other APS sources break when irk030 is added to the outgroup population set",gill,no,NA,NA,NA,NA,NA,NA,NA,NA,gill,no,NA,NA,NA,NA,NA,NA,"reports f3 and f4 statistics, not much discussion of drift",,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,No,NA,NA,NA,NA,NA,NA,NA,may,10.1093/gbe/evae063,2024,GENOME BIOL EVOL,16,4,NA NA wos,Gill; H; Lee; J; Jeong; C,Gill,Siberian ancestry; Syalakh-Belkachi cultures; Yakutia; Baikal; ancient genome,reconstructing the genetic relationship between ancient and present-day siberian populations,,article ,vertebrate,Homo sapiens,natural evolution,reduced representation,historical,"24,000",80,10.1093_gbe_evae063.pdf,anthropogenic,anthropogenic
67,10.1093_gbe_evae114.pdf,NA,NA,NA,NA,NA,NA,NA,larsson,yes,multiple_spatial,domestication,pairwise mismatch rate,decreased,NA,Didn't use nucleotide diversity because of aDNA concerns; broadly finds genetic diversity decrease over time in sheep,larrsson,NA,NA,NA,NA,NA,NA,NA,Larsson,Yes,No,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,larsson,no,NA,NA,NA,NA,NA,NA,NA,NA,larsson,yes,multiple_temporal,natural evolution,f3 statistics,yes,see word document,NA,shared genetic drift varies among populations,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,Yes,larsson,no,NA,NA,NA,NA,NA,may,10.1093/gbe/evae114,2024,GENOME BIOL EVOL,16,6,NA NA wos,Larsson; MNA; Miranda; PM; Pan; L; Vural; KB; Kaptan; D; Soares; AER; Kivikero; H; Kantanen; J; Somel; M; √ñzer; F; Johansson; AM; Stor√•; J; G√ºnther; T,Larsson,sheep; ancient DNA; Baltic; breeds; domestication,ancient sheep genomes reveal four millennia of north european short-tailed sheep in the baltic sea region,Assuming 3 year generation time from here https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8826587/,article,vertebrate,Ovis aires,domestication; anthropogenic,WGS,historical,4151,1383.666667,10.1093_gbe_evae114.pdf,anthropogenic,anthropogenic
68,10.1093_gbe_evy007.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cridland,Yes,No,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cridland,yes,how do populations of bees differ how have invasive species impated the genomes of California bee populations,candidate gene list,multiple temporal,"invasive species, anthropogenic ","Fst, novel mutations, gene ontology",yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cridland,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,No,NA,NA,NA,NA,NA,NA,NA,may,10.1093/gbe/evy007,2018,GENOME BIOL EVOL,10,2,NA scopus wos,Cridland J.M.; Ramirez S.R.; Dean C.A.; Sciligo A.; Tsutsui N.D.,Cridland,Apis mellifera; demography; population genomics,genome sequencing of museum specimens reveals rapid changes in the genetic composition of honey bees in california,"8 weeks/generation from https://doi.org/10.1016/S0065-2806(06)33001-9
",article,invertebrate,Apis mellifera,natural evolution,WGS,historical,105,682.5,10.1093_gbe_evy007.pdf,anthropogenic,anthropogenic
69,10.1093_genetics_iyab142.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,michelotti,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,Yes,michelotti,yes,partial,no,NA,yes,"Some evidence of parallel evolution, but its unrelated to treatment. mostly occurs in loss of heterozygosity",may,10.1093/genetics/iyab142,2022,Genetics,220,1,er,Michelotti L.A.; Sun S.; Heitman J.; James T.Y.,Michelotti,evolve and resequence; experimental evolution; Galleria mellonella; polyploid hybrid; trisomic,clonal evolution in serially passaged cryptococcus neoformans 3 deneoformans hybrids reveals a heterogenous landscape of genomic change,,article ,fungus,Cryptococcus neoformans x deneoformans,experimental,WGS,experimental,0.27,,10.1093_genetics_iyab142.pdf,experimental,experimental
70,10.1093_icb_icac098.pdf,pfenninger,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pfenninger,yes,How do natural populations adapt to fluctuating environmental changes?,positive selection; concerted evolution of multiple traits in correlation with environment,multiple_temporal,climate,allele frequency change; selection coefficients for haplotypes,yes,,,pfenninger ,no,NA,NA,NA,NA,NA,NA,controlled for drift but not really a focal result,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,Yes,pfenninger,no,NA,NA,NA,NA,NA,august,10.1093/icb/icac098,2022,,NA,,,Pfenninger; Markus; Foucault; Quentin,Pfenninger,,Population Genomic Time Series Data of a Natural Population Suggests Adaptive Tracking of Fluctuating Environmental Changes,,article,invertebrate,Chironomus riparius,natural evolution,poolseq,repeated,3,27,10.1093_icb_icac098.pdf,natural evolution,natural evolution
71,10.1093_infdis_jix298.pdf,folkvardsen,yes,epidemic,multiple_temporal,increase,"BEAST, Bayesian Skygrid Plot",none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,folkvardsen,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,folkvardsen,yes,single,outbreak; natural evolution,NA,"tempest, beast",see notes doc,NA,77,No,NA,NA,NA,NA,NA,NA,NA,august,10.1093/infdis/jix298,2017,,NA,,,Folkvardsen; Dorte Bek; Norman; Anders; Andersen; Ase Bengard; Rasmussen; Erik Michael; Jelsbak; Lars; Lillebaek; Troels,Folkvardsen,,Genomic Epidemiology of a Major <i>Mycobacterium tuberculosis</i> Outbreak: Retrospective Cohort Study in a Low-Incidence Setting Using Sparse Time-Series Sampling,,article,bacteria,Mycobacterium tuberculosis,host-pathogen,WGS,repeated,23,11193.33333,10.1093_infdis_jix298.pdf,host-pathogen,host-pathogen
72,10.1093_jeb_voae068.pdf,NA,NA,NA,NA,NA,NA,NA,parvizi,yes,multiple_spatial,insecticide,"Watterson�s theta; Tajima�s estimator, _�)",decreased then increased,see document,diversity decreased from the 1950s through the 60s and 70s when effects of insecticide were highest; increased since 70s,NA,NA,NA,NA,NA,NA,NA,NA,Parvizi,Yes,Yes,No,Yes,yes,pesticide use,no change,"PCA, Fst, and admixture",see doc,NA,NA,NA,NA,NA,NA,Parvizi,yes,What are the patterns of selection in Helicoverpa armigera in response to repeated insecticide use,Found alternating trajectories of allele freq over time,multiple_temporal,insecticide; anthropology,"allele freq, fst, MAF ratios",yes (gene families),NA,NA,parvizi,yes,multiple_temporal,insecticide resistance,genetic diversity,yes,reduction in genetic diversity in decades with highest impact of insecticides,NA,NA,Parvizi,yes,multiple temporal,pesticide use,time,genomewide,yes,see doc,parvizi,yes,multiple_temporal,insecticide; agriculture change; anthropogenic ,entire genome,see notes doc,no,Not entirely sure about entire genome v sliding window,NA,NA,NA,NA,NA,NA,NA,NA,78,No,NA,NA,NA,NA,NA,NA,NA,may,10.1093/jeb/voae068,2024,J EVOLUTION BIOL,37,8,NA NA wos,Parvizi; E; Bachler; A; Zwick; A; Walsh; TK; Moritz; C; McGaughran; A,Parvizi,cotton bollworm; genetic drift; insecticide resistance; museum genomics; selection,historical museum samples reveal signals of selection and drift in response to changing insecticide use in an agricultural pest moth,,article ,invertebrate,Helicoverpa armigera,anthropogenic,reduced representation,historical,92,576,10.1093_jeb_voae068.pdf,anthropogenic,anthropogenic
73,10.1093_molbev_msab147.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immel,Yes,No,No,No,yes,bubonic plague,no change,"PCA, admixture",see doc,NA,NA,NA,NA,NA,NA,immel,yes,What effect did the plague have on immune gene diversity?,candidate gene list,multiple_temporal,epidemic,allele frequency change; Danc (Differentiation with Ancestral); Fst,yes,,,immel,yes,multiple_temporal,host-pathogen,allele frequency change; simulation,no,NA,NA,finds that drift alone does not explain allele frequency change,Immel,yes,single,bubonic plage,time,genomewide,yes,see supplementary 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,Yes,immel,no,NA,NA,NA,NA,NA,may,10.1093/molbev/msab147,2021,MOL BIOL EVOL,38,10,NA NA wos,Immel; A; Key; FM; Szolek; A; Barquera; R; Robinson; MK; Harrison; GF; Palmer; WH; Spyrou; MA; Susat; J; Krause-Kyora; B; Bos; KI; Forrest; S; Hernandez-Zaragoza; DI; Sauter; J; Solloch; U; Schmidt; AH; Schuenemann; VJ; Reiter; E; Kairies; MS; Weiss; R; Arnold; S; Wahl; J; Hollenbach; JA; Kohlbacher; O; Herbig; A; Norman; PJ; Krause; J,Immel,ancient DNA; aDNA; HLA; plague; Yersinia pestis; human immunity; natural selection,analysis of genomic dna from medieval plague victims suggests long-term effect of yersinia pestis on human immunity genes,,article ,vertebrate,Homo sapiens,host-pathogen,WGS,historical,520,17,10.1093_molbev_msab147.pdf,host-pathogen,host-pathogen
74,10.1093_molbev_msab340.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garg,Yes,Yes,No,Yes,no,NA,NA,NA,NA,yes,multiple_spatial; multiple_temporal,land barriers; natural,decrease,"D statistics via ABBA BABBA, admixture graph analysis",(Figures in doc),garg,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,No,NA,NA,NA,NA,NA,NA,NA,may,10.1093/molbev/msab340,2022,MOL BIOL EVOL,39,1,NA NA wos,Garg; KM; Chattopadhyay; B; Cros; E; Tomassi; S; Benedick; S; Edwards; DP; Rheindt; FE,Garg,Sundaland; Quaternary glacial cycles; babblers; ancient DNA; paleorivers,island biogeography revisited: museomics reveals affinities of shelf island birds determined by bathymetry and paleo-rivers; not by distance to mainland,,article,vertebrate,Pellorneum spp.,natural evolution,reduced representation,historical,107,32.42424242,10.1093_molbev_msab340.pdf,natural evolution,natural evolution
75,10.1093_molbev_msac014.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aneli,Yes,Yes,No,No,yes,the roman empire; anthropogenic,decrease,PCA,"see doc. ""There, we computed the median distances from the centroid of the IAA samples (excluding the two Mediaeval samples), the Roman Imperials and the Republicans, obtain- ing 0.0093, 0.0140, and 0.0101, respectively. Notably, the dis- tance distributions were not statistically different, thus suggesting that the extent of genetic heterogeneity of IAA individuals is comparable to that of the cosmopolitan Republican and Imperial Roman samples, the latter having experienced a remarkable degree of admixture with foreign Mediterranean groups, pushed by strong geopolitical contin- gencies (Antonio et al. 2019).""",yes,multiple_spatial; multiple_temporal,natural,NA,F4 statistics via ADMIXTOOLS,(Fig in doc) ,aneli,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,Yes,aneli,no,NA,NA,NA,NA,NA,may,10.1093/molbev/msac014,2022,MOL BIOL EVOL,39,2,NA NA wos,Aneli; S; Saupe; T; Montinaro; F; Solnik; A; Molinaro; L; Scaggion; C; Carrara; N; Raveane; A; Kivisild; T; Metspalu; M; Scheib; CL; Pagani; L,Aneli,ancient DNA; Dauni; Iron Age; Southern Italy,the genetic origin of daunians and the pan-mediterranean southern italian iron age context,,article,vertebrate,Homo sapiens,natural evolution,WGS,historical,"1,000",33,10.1093_molbev_msac014.pdf,anthropogenic,anthropogenic
76,10.1093_molbev_msac179.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dai,Yes,Yes,No,No,yes,globalization; anthropogenic,decrease,PCA,see doc,yes,multiple_spatial; multiple_temporal,natural,NA,f4 statistics,"(Huge plot in doc) the Tajik has a greater affinity with Bronze Age populations from Central Asia and Steppe (e.g., Tarim_EMBA1, Xinj_BA3, Central_Steppe_EMBA, and Russia_Samara _EBA_Yamnaya) than with the Iron Age populations from the same regions (e.g., Tajikistan_Ksirov_Kushan, Sa rmatians_450BCE, JEZK_IA2, JEZK_IA1_aSte, JEZK_IA3 _oBMAC, and Turkmenistan_IA). The Kyrgyz populations show a greater affinity to the Iron Age and Historical Era Central Asian populations",dai,no,NA,NA,NA,NA,NA,NA,NA,NA,dai,yes,multiple_temporal,natural evolution,f3 statistics,yes,table S3 in supplement,NA,shared genetic drift varies among populations,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,No,NA,NA,NA,NA,NA,NA,NA,may,10.1093/molbev/msac179,2022,MOL BIOL EVOL,39,9,NA NA wos,Dai; SS; Sulaiman; X; Isakova; J; Xu; WF; Abdulloevich; NT; Afanasevna; ME; Ibrohimovich; KB; Chen; X; Yang; WK; Wang; MS; Shen; QK; Yang; XY; Yao; YG; Aldashev; AA; Saidov; A; Chen; W; Cheng; LF; Peng; MS; Zhang; YP,Dai,Central Asia; Kyrgyz; Tajik; admixture; genome; Steppe; Tarim,the genetic echo of the tarim mummies in modern central asians,,article,vertebrate,Homo sapiens,natural evolution,reduced representation,historical,12000,400,10.1093_molbev_msac179.pdf,anthropogenic,anthropogenic
77,10.1093_molbev_msac182.pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Debray,No,Yes,No,No,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debray,yes,How does initial evolution of resistance to phages shape future selection in bacteria?,initial genetic mechanisms of resistance predicts future mutations,multiple temporal,host-pathogen,novel mutation identification,yes,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,Yes,debray,yes,partial,yes,no,no,populations that evolved the same resistance gene had parallel mutations in the gene,may,10.1093/molbev/msac182,2022,MOL BIOL EVOL,39,9,NA scopus wos,Debray R.; De Luna N.; Koskella B.,Debray,bacteriophages; epistasis; experimental evolution; historical contingency; microbial evolution; parallel evolution,historical contingency drives compensatory evolution and rare reversal of phage resistance,,article ,bacteria,Pseudomonas syringae,experimental,WGS,experimental,0.0986,345.6,10.1093_molbev_msac182.pdf,host-pathogen,host-pathogen
78,10.1093_molbev_msac189.pdf,NA,NA,NA,NA,NA,NA,NA,wu,yes,multiple_spatial,antropogenic driven biodiversity loss,pi over windows,decreased,see document,diversity decreased over 100 years in four different species; stats hard to extract,NA,NA,NA,NA,NA,NA,NA,NA,Wu,Yes,No,No,No,no,NA,NA,NA,NA,yes,multiple_spatial; multiple_temporal,natural,decrease,admixture graph analysis,"(Model graph in doc) We detected six optimal models, which showed only negligible differences in K values and all converged on one similar gene flow scenario, albeit with slight differences in the exact proportions of gene flow.  indicates gene flow from stricklandii into suavis at a genomic contribution of 16– 48% depending on the model. There is also secondary allele sharing between stricklandii and the eastern Javan clade at a proportion of 12–22%.We additionally detected a 12% contribution into stricklandii from an unknown donor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wu,yes,multiple spatial,pet trade and habitat loss; anthropogenic factors,time,window,no,see doc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,No,NA,NA,NA,NA,NA,NA,NA,may,10.1093/molbev/msac189,2022,MOL BIOL EVOL,39,9,NA NA wos,Wu; MY; Lau; CJ; Ng; EYX; Baveja; P; Gwee; CY; Sadanandan; K; Ferasyi; TR; Haminuddin; Ramadhan; R; Menner; JK; Rheindt; FE,Wu,extinction; introgression; white-rumped shama; conservation,genomes from historic dna unveil massive hidden extinction and terminal endangerment in a tropical asian songbird radiation,,article ,vertebrate,Copsychus spp.,revisit,WGS,historical,133,55,10.1093_molbev_msac189.pdf,anthropogenic,anthropogenic
